raca,sexo,faixaEtaria,CO_MUNICIPIO_ESC,depAdminEsc,TP_ESCOLA,educMae,ocupPai,pessoasResid,rendFam,NU_NOTA_MT,NU_NOTA_LC,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_REDACAO,raca2,tpEscola,media,rendFamP
Preta,F,31-50,,,1,12,NS,8,2200,571.5,549.7,593.3,494,540,PPI,,552.125,275
Branca,M,< 23,3552403,Estadual,2,17,G4,2,1650,,514.4,494.6,,580,Branca,Publica,,825
Amarela,M,< 23,3520509,Estadual,2,2,G1,3,3300,,,,,,Branca,Publica,,1100
Preta,M,< 23,3550308,Estadual,2,12,NS,3,2200,,,,,,PPI,Publica,,733.333333333333
Branca,F,< 23,3550308,Privada,3,12,G5,3,3300,371.9,487.5,434.2,405.7,460,Branca,Privada,424.825,1100
Branca,F,< 23,3503307,Privada,3,17,G3,5,5500,694.8,676.7,646.1,580.3,940,Branca,Privada,649.475,1100
Parda,M,< 23,,,1,12,G4,4,8800,685.3,591.9,575.7,557.5,640,PPI,,602.6,2200
ND,F,< 23,,,3,12,G4,5,2200,,,,,,,Privada,,440
Parda,M,< 23,3534401,Estadual,2,12,G4,4,1100,617.1,545.9,585.9,512.8,580,PPI,Publica,565.425,275
Preta,F,< 23,3549904,Estadual,2,12,NS,2,1100,461.1,489.9,481.2,441.3,600,PPI,Publica,468.375,550
Branca,F,< 23,,,1,16,G3,3,2750,,,,,,Branca,,,916.666666666667
Preta,M,< 23,,,1,16,G3,4,2750,,,,,,PPI,,,687.5
Branca,F,24-30,,,1,16,G3,5,7700,717.9,584.4,716.1,695.9,880,Branca,,678.575,1540
Parda,M,< 23,3548708,Privada,3,16,G4,3,5500,571.6,490.6,575.1,502.1,640,PPI,Privada,534.85,1833.33333333333
Branca,F,< 23,3525904,Estadual,2,2,G4,4,2200,510.3,538.8,499.9,450.1,620,Branca,Publica,499.775,550
Parda,F,24-30,,,1,12,G4,4,7700,774.8,722,717.4,614.3,600,PPI,,707.125,1925
Branca,F,< 23,,,3,17,NS,2,4400,469.3,511.7,542.9,413.7,620,Branca,Privada,484.4,2200
Branca,M,< 23,3529401,Privada,2,12,G2,3,3300,658.3,541.4,570.2,569,540,Branca,Publica,584.725,1100
Branca,F,24-30,,,1,16,NS,1,0,699.1,614.2,654.8,630,840,Branca,,649.525,0
Branca,M,< 23,3513801,Privada,3,12,G2,3,5500,483.7,554,559.7,531.7,560,Branca,Privada,532.275,1833.33333333333
ND,F,24-30,,,1,12,NS,2,1650,,,,,,,,,825
Branca,F,31-50,,,1,16,G3,4,6600,,,,,,Branca,,,1650
Branca,F,< 23,3543303,Privada,3,12,G4,5,3300,484.1,593.9,486.8,496.9,760,Branca,Privada,515.425,660
Preta,F,< 23,3516408,Estadual,2,12,NS,2,2200,459.4,516.4,534.7,457.8,540,PPI,Publica,492.075,1100
Branca,F,< 23,3510609,Privada,3,16,G4,3,3300,506.7,629.3,677.7,517.4,660,Branca,Privada,582.775,1100
Branca,F,< 23,,,1,12,G2,4,3300,617,565,487.8,542.5,0,Branca,,553.075,825
Branca,M,< 23,,,2,5,G4,3,1100,608.3,593.9,553.6,546.6,800,Branca,Publica,575.6,366.666666666667
Parda,M,< 23,3550308,Estadual,2,12,G3,4,2200,458.4,480.7,450.2,520.6,500,PPI,Publica,477.475,550
Preta,M,< 23,,,1,9,NS,6,2750,,,,,,PPI,,,458.333333333333
Preta,F,< 23,3541000,Estadual,2,0,G3,4,1650,,,,,,PPI,Publica,,412.5
Branca,M,< 23,,,2,17,G2,2,2200,532.6,444,489.9,420,640,Branca,Publica,471.625,1100
Branca,M,< 23,,,1,9,G1,5,3300,,489.2,415.7,,440,Branca,,,660
Preta,F,< 23,,,1,12,G2,3,1100,,,,,,PPI,,,366.666666666667
Amarela,F,< 23,3550308,Privada,3,16,G5,2,11000,659,589.8,629.5,506.4,780,Branca,Privada,596.175,5500
Preta,M,< 23,3550308,Privada,3,5,G3,3,1100,683.4,546.2,570.1,559.5,860,PPI,Privada,589.8,366.666666666667
Branca,F,< 23,,,1,16,NS,4,5500,,,,,,Branca,,,1375
Parda,M,< 23,3549904,Privada,2,12,G3,3,5500,734.2,590,484.3,474.6,840,PPI,Publica,570.775,1833.33333333333
Branca,F,< 23,3503307,Privada,3,16,G4,3,6600,564.2,566.5,585.4,575.9,680,Branca,Privada,573,2200
Parda,F,< 23,3549706,Privada,2,12,G3,4,7700,620.4,593.2,618.5,640.6,840,PPI,Publica,618.175,1925
Branca,M,< 23,,,1,12,G3,3,4400,596.2,607.7,684.7,603.7,620,Branca,,623.075,1466.66666666667
Branca,M,< 23,,,1,12,G4,4,5500,843.4,660.8,701,796.2,840,Branca,,750.35,1375
Parda,F,< 23,3550308,Estadual,2,5,G2,3,1650,469.1,516.4,599.3,517.8,660,PPI,Publica,525.65,550
Parda,F,< 23,,,2,12,G3,5,2200,381.8,570.8,530.2,420.6,800,PPI,Publica,475.85,440
Parda,F,> 50,,,1,0,G1,2,1100,494.7,350.3,339.6,379.4,260,PPI,,391,550
Branca,M,< 23,,,3,16,G3,2,2750,455,464.6,369.7,423,460,Branca,Privada,428.075,1375
Branca,M,< 23,3536505,Privada,2,12,G4,3,2750,691.2,477.2,537.8,430.8,660,Branca,Publica,534.25,916.666666666667
Branca,M,< 23,,,1,5,G3,4,3300,,,,,,Branca,,,825
Parda,F,31-50,,,1,2,G3,3,2750,,,,,,PPI,,,916.666666666667
Branca,M,31-50,,,1,5,G3,3,2200,,,,,,Branca,,,733.333333333333
Preta,M,< 23,,,1,12,G3,2,2200,426,505.7,396.1,382,580,PPI,,427.45,1100
Parda,F,< 23,,,1,12,G3,4,2200,589.9,503.6,512.7,475.6,620,PPI,,520.45,550
Branca,M,< 23,,,1,2,G4,3,1650,545.6,476.6,490.8,439.2,860,Branca,,488.05,550
Branca,F,< 23,3524402,Privada,3,17,G3,4,7700,666.7,640,625.7,668.8,800,Branca,Privada,650.3,1925
Branca,F,< 23,,,1,17,G2,3,6600,417.4,634.2,640.3,515.4,740,Branca,,551.825,2200
Branca,M,24-30,,,1,17,G2,3,2200,,,,,,Branca,,,733.333333333333
Branca,M,24-30,,,1,2,NS,2,3300,598.4,555.6,592.6,557.5,520,Branca,,576.025,1650
Parda,F,31-50,,,1,12,G3,2,1650,573.8,581.4,593.7,663.2,540,PPI,,603.025,825
Branca,F,< 23,,,3,16,G5,3,30000,797.8,576.4,603.2,697.9,900,Branca,Privada,668.825,10000
Branca,F,31-50,,,1,9,G3,2,1100,,,,,,Branca,,,550
Branca,M,24-30,,,1,2,G2,1,1650,,507.8,562.5,,0,Branca,,,1650
Branca,M,< 23,,,2,12,G4,3,1650,,,,,,Branca,Publica,,550
Branca,F,< 23,,,1,12,G2,3,5500,693.2,645.2,691.5,551.2,900,Branca,,645.275,1833.33333333333
Branca,F,< 23,3547809,Estadual,2,16,G3,4,6600,696.2,619.9,616.4,557.7,680,Branca,Publica,622.55,1650
Branca,F,< 23,,,1,5,G4,3,3300,529.2,492.1,515.2,524.4,900,Branca,,515.225,1100
Parda,M,< 23,3550308,Estadual,2,5,G3,4,2200,,505.7,511.4,,540,PPI,Publica,,550
Parda,F,< 23,,,1,2,G3,3,2750,,,,,,PPI,,,916.666666666667
Branca,F,< 23,,,1,17,G4,3,4400,682.7,534,545.7,612.7,880,Branca,,593.775,1466.66666666667
Branca,M,< 23,,,1,12,G3,3,2750,,,,,,Branca,,,916.666666666667
Amarela,M,< 23,,,1,12,G5,2,2200,514.1,441.9,493.7,482.2,540,Branca,,482.975,1100
Preta,F,< 23,,,2,9,G4,3,2200,406.7,561.9,526.2,448.9,740,PPI,Publica,485.925,733.333333333333
Parda,F,< 23,3519071,Estadual,2,5,NS,4,1100,,,,,,PPI,Publica,,275
Branca,F,< 23,,,2,12,G3,3,1100,522.6,487.2,475.4,459.7,560,Branca,Publica,486.225,366.666666666667
Branca,M,< 23,3500105,Estadual,2,12,NS,3,4400,608,536.7,527.2,476.2,620,Branca,Publica,537.025,1466.66666666667
Branca,F,< 23,,,2,12,G3,5,2200,486.3,572.8,562.6,445,560,Branca,Publica,516.675,440
Branca,F,< 23,3543402,Privada,2,17,G4,4,6600,733.1,644.4,692.8,613.1,780,Branca,Publica,670.85,1650
Branca,F,< 23,,,1,9,G3,5,4400,656.2,665.6,670.5,471.2,800,Branca,,615.875,880
Preta,M,< 23,,,1,12,G3,5,4400,588.7,519.9,589.6,479.3,640,PPI,,544.375,880
Parda,M,< 23,,,2,16,G4,3,6600,638.9,553.5,539.4,490.8,860,PPI,Publica,555.65,2200
Branca,F,< 23,3523107,Estadual,2,12,G4,3,3300,538.4,490.7,477.9,433.8,660,Branca,Publica,485.2,1100
Branca,F,< 23,,,1,12,G3,4,2200,497.8,523,549.2,362.4,520,Branca,,483.1,550
Parda,M,< 23,3504602,Estadual,2,2,G2,3,1100,,,,,,PPI,Publica,,366.666666666667
Branca,M,< 23,,,1,17,G3,4,2200,,,,,,Branca,,,550
Preta,M,31-50,,,1,12,G2,4,0,,,,,,PPI,,,0
Preta,F,31-50,,,1,0,G2,1,0,,,,,,PPI,,,0
Branca,M,< 23,,,1,16,G2,5,8800,585.6,542.1,582.5,498.7,720,Branca,,552.225,1760
Branca,M,< 23,,,1,12,G5,3,8800,399.8,456.8,444.6,479.4,440,Branca,,445.15,2933.33333333333
Branca,F,< 23,,,1,16,G5,4,7700,682.2,555.1,652.3,597.1,940,Branca,,621.675,1925
Preta,M,24-30,,,1,,G3,5,1650,480.5,501.7,523.2,538.5,460,PPI,,510.975,330
Branca,F,< 23,,,3,16,G5,5,30000,675.6,607.3,659,588.4,720,Branca,Privada,632.575,6000
Preta,M,24-30,,,1,12,G2,2,1650,528.5,562.6,609.2,391.2,580,PPI,,522.875,825
Branca,F,< 23,,,1,9,NS,3,6600,,,,,,Branca,,,2200
Parda,F,< 23,,,2,9,G4,3,2750,539.8,478.9,444.1,443.5,540,PPI,Publica,476.575,916.666666666667
Amarela,F,< 23,3553708,Privada,3,16,NS,4,8800,661.1,585.7,628.3,554,720,Branca,Privada,607.275,2200
Branca,F,31-50,,,1,12,G3,3,5500,533.5,589.9,634.7,619,680,Branca,,594.275,1833.33333333333
Branca,M,< 23,3547809,Estadual,2,16,G3,3,1650,545.6,541.8,571.4,394.2,620,Branca,Publica,513.25,550
Parda,F,< 23,,,1,12,NS,2,1650,479.5,533.2,528.6,452,640,PPI,,498.325,825
Preta,F,< 23,3535309,Estadual,2,5,G2,5,1100,,,,,,PPI,Publica,,220
Branca,F,< 23,,,2,12,G4,3,6600,441.5,522.3,440.2,436.7,660,Branca,Publica,460.175,2200
Branca,F,< 23,,,1,16,G4,2,6600,604.7,588.2,563.9,499.2,560,Branca,,564,3300
Preta,F,< 23,,,1,12,G3,6,1100,441.4,464.9,391,453,560,PPI,,437.575,183.333333333333
Branca,F,< 23,,,2,12,G3,3,5500,697.8,522.5,527.4,488,660,Branca,Publica,558.925,1833.33333333333
Parda,F,31-50,,,1,0,G2,5,2200,,,,,,PPI,,,440
Branca,F,< 23,,,1,2,G3,6,4400,,,,,,Branca,,,733.333333333333
Branca,M,< 23,,,1,12,G2,5,4400,614.9,528.6,623.6,520.2,640,Branca,,571.825,880
Preta,F,< 23,,,2,12,G3,7,3300,514.5,512.6,561.7,482.7,680,PPI,Publica,517.875,471.428571428571
Branca,M,< 23,,,1,9,G3,4,2200,,,,,,Branca,,,550
Parda,F,< 23,,,2,2,G3,3,2200,,,,,,PPI,Publica,,733.333333333333
